pop1	pop2	nean_int_mean_frag_len	nean_int_total_seq_len	nean_int_n_frags	nean_n_ind1	nean_art1_mean_frag_len	nean_art1_total_seq_len	nean_art1_n_frags	nean_n_ind2	nean_art2_mean_frag_len	nean_art2_total_seq_len	nean_art2_n_frags	deni_int_mean_frag_len	deni_int_total_seq_len	deni_int_n_frags	deni_n_ind1	deni_art1_mean_frag_len	deni_art1_total_seq_len	deni_art1_n_frags	deni_n_ind2	deni_art2_mean_frag_len	deni_art2_total_seq_len	deni_art2_n_frags	mpd_neanderthal	mpd_whole_genome	mpd_denisova	div_neanderthal	div_whole_genome	div_denisova	norm_div_neanderthal	norm_div_whole_genome	norm_div_denisova	reg1	reg2	nean_ratio1	nean_ratio2	deni_ratio1	deni_ratio2
Pima	Hazara	54061.48187073042	102880903	1903	13	90849.21014839636	189784000	2089	19	84074.29015947103	432310000	5142	52145.16129032258	6466124	124	13	81995.19230769231	17055000	208	19	87803.21285140562	43726000	498	39109.5	1601132.4432942495	2809.5	0.0003801434363382289	0.0007108920871633067	0.0004344952246508109	-0.25997531168914595	-0.25997531168914595	-0.25997531168914595	AMR	SAS	0.5420947129368123	0.23797946612384632	0.37913362650249194	0.147878241778347
Maya	Hazara	54028.54006586169	147662733	2733	21	86030.21718602456	273318000	3177	19	84074.29015947103	432310000	5142	55570.51282051282	8669156	156	21	75397.95918367348	22167000	294	19	87803.21285140562	43726000	498	53543.5	1611759.8061218157	3756.5	0.0003626067248802716	0.0007156105651213115	0.00043331784547423073	-0.15417167077916527	-0.15417167077916527	-0.15417167077916527	AMR	SAS	0.5402598182337058	0.3415667761559992	0.39108386340055035	0.19826089740657732
Yakut	Hazara	54588.682211160594	208368817	3817	25	85160.19310950187	388075000	4557	19	84074.29015947103	432310000	5142	63689.78102189781	17451274	274	25	78253.46534653465	39518000	505	19	87803.21285140562	43726000	498	73544.5	1589218.7261851311	6231.0	0.00035295348439781177	0.0007056024765148902	0.0003570512960830252	-0.37858560733527025	-0.37858560733527025	-0.37858560733527025	EAS	SAS	0.5369292456355086	0.4819893525479401	0.44160316817652717	0.39910520056716825
Oroqen	Hazara	52791.51817533856	148135806	2806	9	83778.13504823152	260550000	3110	19	84074.29015947103	432310000	5142	66758.62068965517	13552203	203	9	84363.37209302325	29021000	344	19	87803.21285140562	43726000	498	53782.5	1582152.434612117	5687.5	0.0003630621215238131	0.00070246509035681	0.00041967346563507056	-0.44893602147725414	-0.44893602147725414	-0.44893602147725414	EAS	SAS	0.5685503972366148	0.3426610672896764	0.46697918748492473	0.3099346612999131
Daur	Hazara	53474.37774524158	146094732	2732	9	87494.140625	268782000	3072	19	84074.29015947103	432310000	5142	65925.58139534884	14174215	215	9	86159.02964959569	31965000	371	19	87803.21285140562	43726000	498	51618.0	1584233.4690676387	5709.5	0.0003533186946124793	0.0007033890557250345	0.0004028089033502032	-0.4282177091521883	-0.4282177091521883	-0.4282177091521883	EAS	SAS	0.5435435855079581	0.3379397469408526	0.44342921945878305	0.32415988199240725
Hezhen	Hazara	55302.35934664247	152360755	2755	9	85640.29706167258	265228000	3097	19	84074.29015947103	432310000	5142	60705.58375634518	11959197	197	9	82407.73809523809	27689000	336	19	87803.21285140562	43726000	498	55740.5	1584437.8342938588	4942.0	0.0003658455223590878	0.0007034797925174964	0.00041323844736398274	-0.42618309479298044	-0.42618309479298044	-0.42618309479298044	EAS	SAS	0.5744519997888609	0.3524340288219102	0.4319114810935751	0.273503110277638
Mongolian	Hazara	54448.93691181597	156216869	2869	9	87875.03914813655	280585000	3193	19	84074.29015947103	432310000	5142	69297.56097560975	14206205	205	9	87150.27322404372	31897000	366	19	87803.21285140562	43726000	498	56649.5	1587114.067642677	6102.0	0.0003626336922678946	0.0007046680222102026	0.0004295306170789454	-0.39953911577165535	-0.39953911577165535	-0.39953911577165535	EAS	SAS	0.5567541707503965	0.36135381786218224	0.44537746496535724	0.32489148332799705
Xibo	Hazara	54414.11261582324	152688806	2806	9	88987.14239794278	276839000	3111	19	84074.29015947103	432310000	5142	59617.48633879781	10910183	183	9	87800.0	28974000	330	19	87803.21285140562	43726000	498	54881.5	1589047.6522591757	4424.5	0.0003594336836978082	0.0007055265208369006	0.00040553856887643407	-0.38028878097529045	-0.38028878097529045	-0.38028878097529045	EAS	SAS	0.5515436986840727	0.35319286160394164	0.3765508041692552	0.2495124868499291
Japanese	Hazara	50829.0980173136	182022581	3581	27	78430.189501198	360073000	4591	19	84074.29015947103	432310000	5142	60503.78787878788	15973264	264	27	80322.0640569395	45141000	562	19	87803.21285140562	43726000	498	63852.5	1587871.2556867688	5969.0	0.0003507943885269927	0.0007050042086333145	0.00037368693086146953	-0.3920007214194272	-0.3920007214194272	-0.3920007214194272	EAS	SAS	0.5055157731904364	0.42104642733223846	0.35385268381294166	0.36530357224534604
NorthernHan	Hazara	52566.418703506904	148397823	2823	10	85439.47858472998	275286000	3222	19	84074.29015947103	432310000	5142	62393.03482587064	12541201	201	10	79861.78861788618	29469000	369	19	87803.21285140562	43726000	498	54890.0	1586899.4523093128	5514.5	0.0003698841323298927	0.0007045727344387808	0.00043971067842705016	-0.4016757778987975	-0.4016757778987975	-0.4016757778987975	EAS	SAS	0.5390678167433143	0.3432671532002498	0.42557266958498763	0.2868133604720304
Naxi	Hazara	54058.641975308645	140122592	2592	8	88766.8252889191	261152000	2942	19	84074.29015947103	432310000	5142	67080.0	11739175	175	8	89819.71830985915	31886000	355	19	87803.21285140562	43726000	498	51727.5	1590727.1841589836	4999.0	0.00036915888624155623	0.0007062722217579657	0.000425839124129251	-0.3635677380498342	-0.3635677380498342	-0.3635677380498342	EAS	SAS	0.536555691704448	0.3241252619647938	0.368160791569968	0.26847127567122536
Yi	Hazara	53868.29960951367	151749817	2817	10	87185.6014580802	287015000	3292	19	84074.29015947103	432310000	5142	61863.20754716981	13115212	212	10	85698.3758700696	36936000	431	19	87803.21285140562	43726000	498	54952.0	1591865.9333207721	5317.5	0.0003621223477323864	0.0007067778187632414	0.0004054452188801828	-0.35223060678262214	-0.35223060678262214	-0.35223060678262214	EAS	SAS	0.5287173736564291	0.35102083458629224	0.35507938055014077	0.2999408132461236
Tu	Hazara	53475.73138297872	160858008	3008	10	86606.52870883125	297147000	3431	19	84074.29015947103	432310000	5142	58453.65853658537	11983205	205	10	84101.03626943006	32463000	386	19	87803.21285140562	43726000	498	57468.5	1591816.3447745382	4522.5	0.00035726228811685894	0.0007067558017806492	0.00037740320723879796	-0.35272429922769233	-0.35272429922769233	-0.35272429922769233	EAS	SAS	0.5413415178346072	0.37208949133723485	0.36913424514062165	0.27405216575950236
Tujia	Hazara	53610.06051437216	141747644	2644	9	89896.23908663532	267711000	2978	19	84074.29015947103	432310000	5142	60135.86956521739	11065184	184	9	82201.08695652174	30250000	368	19	87803.21285140562	43726000	498	52307.0	1589762.0498405723	4751.0	0.00036901495167002564	0.0007058437085810065	0.0004293647534464858	-0.3731763988730278	-0.3731763988730278	-0.3731763988730278	EAS	SAS	0.5294800886030084	0.32788425898082396	0.3657912066115703	0.2530573114394182
Cambodian	Hazara	53592.391304347824	147917760	2760	9	85110.81794195251	290313000	3411	19	84074.29015947103	432310000	5142	58503.26797385621	8951153	153	9	88593.45794392523	37918000	428	19	87803.21285140562	43726000	498	56157.5	1608496.774764031	3544.0	0.0003796535318003734	0.0007141618010405323	0.00039592664766203864	-0.1866576791764264	-0.1866576791764264	-0.1866576791764264	EAS	SAS	0.5095113205402445	0.3421566931137378	0.23606606361094995	0.20471008095869733
Dai	Hazara	50732.63075722092	129979562	2562	9	84013.2362673726	253888000	3022	19	84074.29015947103	432310000	5142	63496.73202614379	9715153	153	9	90136.90476190476	30286000	336	19	87803.21285140562	43726000	498	47628.0	1597109.7654697043	4178.0	0.00036642683870561125	0.0007091060451362069	0.0004300498406973107	-0.30002418994337654	-0.30002418994337654	-0.30002418994337654	EAS	SAS	0.5119563035669271	0.3006628622978881	0.32078032754407976	0.22218252298403696
Lahu	Hazara	52470.0	125930400	2400	8	89675.22935779816	244365000	2725	19	84074.29015947103	432310000	5142	66048.27586206897	9577145	145	8	90000.0	28890000	321	19	87803.21285140562	43726000	498	46185.0	1598194.8388927022	4224.5	0.0003667502048750738	0.0007095878104727543	0.0004411022282736661	-0.28922144229368985	-0.28922144229368985	-0.28922144229368985	EAS	SAS	0.5153373028052299	0.2912965233281673	0.3315038075458636	0.2190263230114806
Miao	Hazara	53348.38948537579	144096701	2701	10	87096.5890978642	273222000	3137	19	84074.29015947103	432310000	5142	60109.375	11541192	192	10	94740.0	33159000	350	19	87803.21285140562	43726000	498	51991.0	1589181.226053303	4605.0	0.0003608063171411537	0.0007055858267073769	0.0003990055793197098	-0.37895895023758625	-0.37895895023758625	-0.37895895023758625	EAS	SAS	0.527397870596072	0.3333179917189054	0.3480560933683163	0.2639434661299913
Han	Hazara	50856.173322892195	194833831	3831	33	78911.08476585655	399369000	5061	19	84074.29015947103	432310000	5142	61441.379310344826	17818290	290	33	79285.92814371258	52963000	668	19	87803.21285140562	43726000	498	67785.5	1589566.031243255	7154.5	0.00034791442354793094	0.0007057566776359068	0.00040152562339034777	-0.3751279160667804	-0.3751279160667804	-0.3751279160667804	EAS	SAS	0.48785416744915105	0.4506808331983993	0.3364290164832053	0.40749874216713167
She	Hazara	52843.018867924526	140036650	2650	10	88498.33222148099	265318000	2998	19	84074.29015947103	432310000	5142	63767.955801104974	11542181	181	10	88446.74556213018	29895000	338	19	87803.21285140562	43726000	498	50036.5	1589117.6852311578	4605.5	0.00035731003276642223	0.0007055576150076739	0.000399014709611641	-0.3795915484125496	-0.3795915484125496	-0.3795915484125496	EAS	SAS	0.5278068204946517	0.32392646480534804	0.38609068406087976	0.26396608425193246
Adygei	Hazara	56368.45367214131	181904227	3227	16	87799.51219512195	359978000	4100	19	84074.29015947103	432310000	5142	51596.638655462186	6140119	119	16	73439.2523364486	15716000	214	19	87803.21285140562	43726000	498	64886.5	1638164.6927794688	2407.0	0.0003567069389761899	0.0007273341580482959	0.0003920119463482711	0.10870945895402213	0.10870945895402213	0.10870945895402213	EUR	SAS	0.5053204001355638	0.4207726561957854	0.39069222448460167	0.14042260897406578
Basque	Hazara	54669.288757784336	166799051	3051	23	84647.71598808342	340961000	4028	19	84074.29015947103	432310000	5142	54989.583333333336	5279096	96	23	71625.80645161291	11102000	155	19	87803.21285140562	43726000	498	59714.0	1642606.8692437133	2546.5	0.0003579996387389518	0.0007293064546633823	0.00048237425498608096	0.15293477158403374	0.15293477158403374	0.15293477158403374	EUR	SAS	0.4892027269981024	0.3858320441349957	0.47550855701675376	0.1207312811599506
Sardinian	Hazara	53341.87223276407	168670162	3162	28	83547.36098020735	354575000	4244	19	84074.29015947103	432310000	5142	50608.69565217391	4656092	92	28	64434.06593406593	11727000	182	19	87803.21285140562	43726000	498	59419.5	1650542.6878570814	1986.0	0.00035228222523436007	0.0007328299050069401	0.0004265379635969392	0.23194200193073844	0.23194200193073844	0.23194200193073844	EUR	SAS	0.4756967129662272	0.39016021373551385	0.39704033427133967	0.10648337373644971
BergamoItalian	Hazara	56879.31034482759	148457610	2610	12	89985.15151515152	296951000	3300	19	84074.29015947103	432310000	5142	52458.333333333336	3777072	72	12	71886.36363636363	9489000	132	19	87803.21285140562	43726000	498	53913.0	1643243.1103450132	1791.5	0.00036315416905876365	0.0007295889414534892	0.0004743092003541367	0.15926904529862623	0.15926904529862623	0.15926904529862623	EUR	SAS	0.4999397543702496	0.34340544979297266	0.3980474233322795	0.08638046013813291
Tuscan	Hazara	54240.74899687918	121664243	2243	8	89399.92503748125	238519000	2668	19	84074.29015947103	432310000	5142	50985.07462686567	3416067	67	8	62451.32743362832	7057000	113	19	87803.21285140562	43726000	498	47818.5	1646793.618730748	1758.0	0.00039303659662765503	0.0007311653434103647	0.0005146269086642621	0.19461711051361713	0.19461711051361713	0.19461711051361713	EUR	SAS	0.5100819766978731	0.2814282413083204	0.48406787586793254	0.07812438823583223
French	Hazara	53567.954220314736	187223495	3495	28	81519.47236180905	389337000	4776	19	84074.29015947103	432310000	5142	50943.92523364486	5451107	107	28	73666.66666666667	15691000	213	19	87803.21285140562	43726000	498	65113.0	1641852.5781944687	2677.0	0.00034778220543313755	0.0007289715544865907	0.0004910929101189905	0.1454252190627928	0.1454252190627928	0.1454252190627928	EUR	SAS	0.48087773574050247	0.43307694709814715	0.34740341597093877	0.12466511915107716
Orcadian	Hazara	54682.291666666664	157487880	2880	15	85381.43762049022	310020000	3631	19	84074.29015947103	432310000	5142	52694.73684210526	5006095	95	15	70681.52866242039	11097000	157	19	87803.21285140562	43726000	498	59038.0	1638093.1651783546	1985.5	0.00037487329183680674	0.0007273024002721925	0.0003966165244566873	0.10799734619884135	0.10799734619884135	0.10799734619884135	EUR	SAS	0.5079926456357654	0.3642938632000185	0.45112147427232585	0.11448783332571011
Bedouin	Hazara	53595.87912087912	195092640	3640	46	79872.41706161137	421327000	5275	19	84074.29015947103	432310000	5142	55248.0	6906125	125	46	79059.70149253731	26485000	335	19	87803.21285140562	43726000	498	71220.0	1703208.7144983478	3371.0	0.00036505733891345157	0.0007562132682998465	0.00048811743198971927	0.756273151748473	0.756273151748473	0.756273151748473	MID	SAS	0.46304328941653394	0.4512794985080151	0.2607560883518973	0.15794092759456616
Palestinian	Hazara	51309.46088794926	194158784	3784	46	78281.71573973101	430706000	5502	19	84074.29015947103	432310000	5142	52073.170731707316	6405123	123	46	72522.29299363057	22772000	314	19	87803.21285140562	43726000	498	72883.5	1689645.1417351612	3101.0	0.0003753809047341376	0.0007501911327848264	0.0004841437080911639	0.6212372632239777	0.6212372632239777	0.6212372632239777	MID	SAS	0.45079191838516297	0.44911934491452893	0.281271868961883	0.1464831679092531
Druze	Hazara	51725.793103448275	187509625	3625	42	79069.13866357667	409420000	5178	19	84074.29015947103	432310000	5142	52473.21428571428	5877112	112	42	72399.29328621908	20489000	283	19	87803.21285140562	43726000	498	68097.5	1662746.0794290106	2803.5	0.00036316802404143256	0.0007382481291778219	0.000477020005744318	0.3534362315632456	0.3534362315632456	0.3534362315632456	MID	SAS	0.4579884348590689	0.43373881011311327	0.2868423056274098	0.1344077208068426
Russian	Hazara	54063.22881575538	208633859	3859	25	83296.06707925734	417230000	5009	19	84074.29015947103	432310000	5142	55497.00598802395	9268167	167	25	72232.0819112628	21164000	293	19	87803.21285140562	43726000	498	74835.5	1632050.3287780436	3820.5	0.00035869297705891546	0.0007246194213599889	0.00041221743199059747	0.04783622222574614	0.04783622222574614	0.04783622222574614	EUR	SAS	0.500045200488939	0.4826024357521223	0.43792132867132866	0.2119600923935416
Balochi	Hazara	53813.394683026585	210521912	3912	24	83252.24382946896	445233000	5348	19	84074.29015947103	432310000	5142	60481.927710843374	10040166	166	24	84783.78378378379	40781000	481	19	87803.21285140562	43726000	498	75722.5	1656030.3854864682	4150.0	0.0003596893989828479	0.0007352664060208409	0.0004133397794418937	0.2865762888016199	0.2865762888016199	0.2865762888016199	SAS	SAS	0.472835373837968	0.48696979482315933	0.24619715063387362	0.22961546905731145
Brahui	Hazara	54143.56435643564	207806838	3838	25	83963.44747979993	436442000	5198	19	84074.29015947103	432310000	5142	55098.15950920245	8981163	163	25	80449.50495049504	40627000	505	19	87803.21285140562	43726000	498	72966.0	1659020.7181440631	3259.0	0.00035112415309451945	0.0007365940937041262	0.0003628705992753945	0.31634737009799624	0.31634737009799624	0.31634737009799624	SAS	SAS	0.47613849721154244	0.480689408063658	0.22106389839269452	0.20539640031102777
Makrani	Hazara	52929.32768660667	199970778	3778	25	82959.94608126325	430811000	5193	19	84074.29015947103	432310000	5142	64873.333333333336	9731150	150	25	84103.2258064516	39108000	465	19	87803.21285140562	43726000	498	72301.0	1674846.840302675	4262.0	0.00036155782721413425	0.0007436207860056634	0.00043797495671118005	0.4739086929808387	0.4739086929808387	0.4739086929808387	SAS	SAS	0.4641728693092795	0.4625633873840531	0.24882760560499131	0.2225483693912089
Kalash	Hazara	53275.48663807324	161481031	3031	22	85339.24441017733	332055000	3891	19	84074.29015947103	432310000	5142	51703.125	6618128	128	22	87223.5294117647	29656000	340	19	87803.21285140562	43726000	498	60422.5	1637577.4878893783	2901.5	0.00037417707594398505	0.0007270734430077274	0.00043841702668790934	0.10286337876086485	0.10286337876086485	0.10286337876086485	SAS	SAS	0.48630808450407315	0.37353064004996417	0.22316320474777449	0.1513545259113571
Pathan	Hazara	54169.01408450704	223072118	4118	24	83494.3231441048	478005000	5725	19	84074.29015947103	432310000	5142	57978.49462365591	10784186	186	24	78737.78501628664	48345000	614	19	87803.21285140562	43726000	498	79547.0	1640863.7276363089	4104.0	0.0003565976811140512	0.000728532511457935	0.0003805572344542277	0.13558044467551128	0.13558044467551128	0.13558044467551128	SAS	SAS	0.46667318961098736	0.516000365478476	0.22306724583721171	0.2466309747061245
Sindhi	Hazara	54045.7548323954	220889087	4087	24	83600.0	469832000	5620	19	84074.29015947103	432310000	5142	55005.29100529101	10396189	189	24	80912.57668711657	52755000	652	19	87803.21285140562	43726000	498	77013.0	1658692.1704641278	4291.5	0.00034865008971674547	0.0007364482207334672	0.0004127954965035745	0.31307642308003	0.31307642308003	0.31307642308003	SAS	SAS	0.47014483262102197	0.5109506765978118	0.19706547246706474	0.23775760417143119
Mozabite	Hazara	55403.125	141834560	2560	27	86723.33044232437	299976000	3459	19	84074.29015947103	432310000	5142	56150.68493150685	4099073	73	26	74697.8021978022	13595000	182	19	87803.21285140562	43726000	498	54705.5	1773695.773352462	1979.5	0.00038569936692439417	0.0007875090506048431	0.0004829140637407531	1.458026501550054	1.458026501550054	1.458026501550054	MID	SAS	0.472819692242046	0.328085309153154	0.3015132769400515	0.0937445227096007
Burusho	Uygur	54133.17688471692	184543409	3409	24	83004.2372881356	470136000	5664	10	88113.44113188479	348753000	3958	64993.63057324841	10204157	157	24	82881.53846153847	53873000	650	10	83228.3950617284	26966000	324	66912.0	1635316.2204655884	4115.0	0.0003625813588389927	0.000726069455408035	0.0004032670214697794	-0.23741002804637254	0.0803507074246113	-0.30296755880649506	SAS	SAS	0.3925319673456191	0.5291521764687329	0.18941133777588032	0.3784082548394274
